"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Sep 29 16:02:38 GMT 2022","Thu Sep 29 16:02:49 GMT 2022","11458","","Find price for sms api for Ukraine in usd and euro","","","","should open pricing drop-down menu and click SMS Api button, then choose Ukraine from drop-down and find cost in usd",""
"passed","Thu Sep 29 16:01:18 GMT 2022","Thu Sep 29 16:01:35 GMT 2022","16991","","Verify saving calculator","","","","should open resource drop-down menu and click Saving calculator,then choose Messaging Api button cnd click continue button, then type '1' to the Local Numbers input and type '1' to the Toll-free Numbers and click continue button again",""
"passed","Thu Sep 29 16:01:54 GMT 2022","Thu Sep 29 16:02:09 GMT 2022","15119","","Negative Log In tests","","","","should login with invalid email",""
"passed","Thu Sep 29 16:04:43 GMT 2022","Thu Sep 29 16:04:47 GMT 2022","3347","","Verify tabs on home page without login","","","","should hover on Products tab and open drop-down menu",""
"passed","Thu Sep 29 16:04:15 GMT 2022","Thu Sep 29 16:04:24 GMT 2022","9208","","Verify seaarch input ","","","","should open resource drop-down menu and click Blog button,then type t the input field 'number pool' and click enter",""
"passed","Thu Sep 29 16:02:49 GMT 2022","Thu Sep 29 16:03:01 GMT 2022","11375","","Find price for sms api for Ukraine in usd and euro","","","","should open pricing drop-down menu and click SMS Api button, then choose Ukraine from drop-down and chosse euro from currency drop-down and find cost in euro",""
"passed","Thu Sep 29 16:03:51 GMT 2022","Thu Sep 29 16:04:01 GMT 2022","10249","","Verify home page button","","","","should click about u button and than click home page button",""
"passed","Thu Sep 29 16:04:50 GMT 2022","Thu Sep 29 16:04:53 GMT 2022","3517","","Verify tabs on home page without login","","","","should hover on Resource tab and open drop-down menu",""
"passed","Thu Sep 29 16:04:40 GMT 2022","Thu Sep 29 16:04:43 GMT 2022","3576","","Verify tabs on home page without login","","","","should hover on Pricing tab and open drop-down menu",""
"passed","Thu Sep 29 16:02:09 GMT 2022","Thu Sep 29 16:02:21 GMT 2022","11159","","Negative Log In tests","","","","should login with invalid password",""
"passed","Thu Sep 29 16:04:35 GMT 2022","Thu Sep 29 16:04:40 GMT 2022","4360","","Verify tabs on home page without login","","","","should hover on Company tab and open drop-down menu",""
"passed","Thu Sep 29 16:04:47 GMT 2022","Thu Sep 29 16:04:50 GMT 2022","3058","","Verify tabs on home page without login","","","","should hover on Solution tab and open drop-down menu",""
"passed","Thu Sep 29 16:03:14 GMT 2022","Thu Sep 29 16:03:38 GMT 2022","24090","","Verify clickability buttons","","","","should open solutions drop-down menu and click contack center button, then click phone calss button and go back, then click text messages button and go back. and click browser-based comms button",""
"passed","Thu Sep 29 16:04:53 GMT 2022","Thu Sep 29 16:04:59 GMT 2022","5057","","Verify tabs on home page without login","","","","should click on RNetwork tab and redirect to network page",""
